Gene,log2FoldChange,pvalue,padj
Abca14,-0.091839025,0.622244387,
4930456A14Rik,-0.091839025,0.622244387,
LOC118567540,-0.091839025,0.622244387,
Gm39242,-0.091839025,0.622244387,
Gm33075,-0.091839025,0.622244387,
Tmprss5,-0.091839025,0.622244387,
Gm39407,-0.091839025,0.622244387,
Gm39439,-0.091839025,0.622244387,
Rcvrn,-0.091839025,0.622244387,
LOC118567870,-0.091839025,0.622244387,
LOC118567968,-0.091839025,0.622244387,
Gm2016,-0.091839025,0.622244387,
4930518P08Rik,-0.091839025,0.622244387,
Gm24095,-0.091839025,0.622244387,
Slc6a19,-0.091839025,0.622244387,
Gm41009,-0.091839025,0.622244387,
Gm41175,-0.091839025,0.622244387,
Gm41209,-0.091839025,0.622244387,
Mir6953,-0.091839025,0.622244387,
Gm31369,-0.091839025,0.622244387,
Gm25547,-0.091839025,0.622244387,
LOC118568266,-0.091839025,0.622244387,
Gm7168,-0.091839025,0.622244387,
BC051537,-0.091839025,0.622244387,
LOC118568333,-0.091839025,0.622244387,
Gm33951,-0.091839025,0.622244387,
Gm29593,-0.091839025,0.622244387,
Mir6407,-0.091839025,0.622244387,
Gm6938,-0.091839025,0.622244387,
4933416I08Rik,-0.091839025,0.622244387,
Mir374b,-0.091839025,0.622244387,
Gm34464,-0.091839025,0.622244387,
Coa6,-0.091881777,0.520889842,0.641297543
Tab1,-0.092022266,0.25091894,0.366789212
T2,-0.092081885,0.824915367,0.883546247
Gtf2ird2,-0.092190267,0.477187314,0.601248567
Wasl,-0.092218612,0.08037461,0.142208048
Gm51557,-0.092296698,0.796374455,
Thap11,-0.092332379,0.248297604,0.363758067
Catsperd,-0.092348255,0.817194065,0.877805816
Col6a6,-0.092585042,0.621334395,0.728673676
Ticam1,-0.092593688,0.229492284,0.341402125
Spata45,-0.09262781,0.764162124,
Gm30173,-0.09262781,0.764162124,
Gm11810,-0.09262781,0.764162124,
LOC118567849,-0.09262781,0.764162124,
Gm41402,-0.09262781,0.764162124,
Dcaf4,-0.092735011,0.290716247,0.41207803
Slc9a8,-0.092735272,0.206909866,0.313819271
Rbak,-0.092794447,0.394840518,0.521552368
Maea,-0.092827339,0.040729342,0.079192973
Riox2,-0.09282867,0.338974742,0.464625156
Prpf39,-0.092833629,0.255142039,0.371664816
Ppp2ca,-0.092868281,0.013401031,0.029355148
Mir6992,-0.092873357,0.824865319,0.883546247
Bola3,-0.092882425,0.387225958,0.513890898
Pfkfb2,-0.092945429,0.265772145,0.38340867
Bcorl1,-0.093000471,0.251685741,0.367603192
Stx6,-0.093044138,0.136862934,0.223490186
LOC118567776,-0.093102932,0.790974394,
Ficd,-0.093125794,0.300126308,0.42261699
Slc4a2,-0.093373721,0.037358994,0.073448026
Ift43,-0.093387419,0.274708787,0.394159123
Serpina9,-0.093394647,0.828009007,0.88543173
Arl16,-0.093466555,0.320367967,0.445324192
4921531C22Rik,-0.093473056,0.703526075,0.79434887
Prpsap2,-0.093512513,0.557312164,0.673650597
Vps37c,-0.093515372,0.215166775,0.323692652
Gm13271,-0.093558549,0.81623,0.877161808
Tnk1,-0.093574087,0.79481795,0.86238867
4930483J18Rik,-0.093628095,0.789458296,
Gm26490,-0.093647054,0.814708736,0.875877836
Gm31615,-0.093686378,0.809109331,0.87160961
Zfp7,-0.093686431,0.502565785,0.624824339
Brat1,-0.093804223,0.300208924,0.422671515
Hotairm2,-0.093810001,0.75407475,
Slc12a3,-0.093810001,0.75407475,
Gm38972,-0.093883371,0.830996123,0.887143807
Pabpc5,-0.093891171,0.831289887,0.887314301
3830403N18Rik,-0.093903943,0.810555249,0.872630306
Rnf220,-0.093910363,0.15531519,0.248439804
1700016C15Rik,-0.093989332,0.75286922,
Rab44,-0.094074144,0.816526834,0.877259237
Gm46492,-0.094082989,0.78264632,
Tiprl,-0.094135432,0.161204248,0.255925531
Zfp292,-0.094209715,0.246734994,0.362074767
Tssk1,-0.094252136,0.832453446,0.88811328
Gm36702,-0.094278652,0.827880315,0.885343272
Zfp709,-0.094307877,0.532198713,0.650810528
Hcn3,-0.094446175,0.811696365,0.873565817
Vangl2,-0.094448844,0.440891481,0.56766473
Fkbp8,-0.094460898,0.064323386,0.117645213
Vdac3,-0.094518899,0.259189005,0.376250927
Fbn2,-0.09468453,0.041502586,0.080493283
Gm9057,-0.094726916,0.793451227,0.861690795
Gm29642,-0.094731639,0.818655909,0.879041824
Prr12,-0.094840519,0.140490404,0.228290979
Hoxd3os1,-0.094916111,0.813809873,0.875058028
Gm9920,-0.094933219,0.758074008,
Ptprd,-0.095023697,0.086157811,0.150942717
Slc25a36,-0.095100609,0.106773395,0.18105645
Zfyve27,-0.095160471,0.213155688,0.321318519
Gm42363,-0.095342061,0.825317692,0.883928007
Pnkd,-0.095453822,0.410575578,0.538092893
Nt5c2,-0.095495521,0.205851359,0.312484537
Copa,-0.095497876,0.003856564,0.009388644
Ranbp6,-0.095527761,0.357387628,0.484099615
Gga2,-0.095532736,0.036169772,0.07143085
LOC118567558,-0.09557836,0.82584269,0.884049335
Gm31134,-0.095637996,0.778998748,
Gm26287,-0.095711888,0.707500777,
4930527J03Rik,-0.095711888,0.707500777,
Gm39963,-0.095711888,0.707500777,
Angptl3,-0.095711888,0.707500777,
4932443L11Rik,-0.095711888,0.707500777,
LOC118567631,-0.095711888,0.707500777,
Gm46116,-0.095711888,0.707500777,
Gm4796,-0.095711888,0.707500777,
Il12b,-0.095711888,0.707500777,
Pirt,-0.095711888,0.707500777,
Mir8102,-0.095711888,0.707500777,
Gm46383,-0.095711888,0.707500777,
LOC118568352,-0.095711888,0.707500777,
Zfand3,-0.095716636,0.045451625,0.087299577
Rps5,-0.095751621,0.049607088,0.094200642
Gm46933,-0.09584944,0.797214205,0.864209635
Nras,-0.095889732,0.065158615,0.119082347
Ppp2r2a,-0.095919893,0.09622626,0.165732565
Zfp512,-0.095950089,0.263714037,0.381096168
Puf60,-0.09595143,0.073959529,0.132525733
Gm32099,-0.096027002,0.748031694,
Ccdc124,-0.096123945,0.209857559,0.317415121
LOC118568438,-0.096150459,0.717669572,0.804750992
Zfp639,-0.096192512,0.207423055,0.314523315
Pcsk2os1,-0.096277064,0.79007981,0.859475094
Dars,-0.096303086,0.065600751,0.119776723
Gm42302,-0.096415374,0.822440212,0.881777879
Gps1,-0.096510923,0.415422838,0.542562623
Taf8,-0.096534881,0.336699323,0.462319425
Aldh5a1,-0.096557149,0.622855702,0.730021519
Gm10046,-0.096559528,0.809903676,0.872098381
Gm51605,-0.096599643,0.825735204,0.884049335
Zfp35,-0.096651144,0.27737064,0.397224952
Ptk2b,-0.096661499,0.187362566,0.289251757
Timm21,-0.096724511,0.34597966,0.472401438
Gm51747,-0.096784171,0.703583033,
Gm40076,-0.096784171,0.703583033,
4930534D22Rik,-0.096784171,0.703583033,
Gm46846,-0.096784171,0.703583033,
LOC118567375,-0.096784171,0.703583033,
2310002F09Rik,-0.096784171,0.703583033,
Gm36864,-0.096784171,0.703583033,
Gm46049,-0.096784171,0.703583033,
1700063D05Rik,-0.096784171,0.703583033,
Gm46406,-0.096784171,0.703583033,
Eddm3b,-0.096784171,0.703583033,
Gm38477,-0.096859386,0.804813955,0.86850168
H4f16,-0.096923741,0.782279899,
Mettl1,-0.096987228,0.277786977,0.39752559
Fgf17,-0.097012353,0.758642476,
LOC118568220,-0.097062043,0.736632791,
Gm29834,-0.097062043,0.736632791,
Dnm2,-0.097075658,0.018450303,0.039194175
Stub1,-0.097099376,0.234832769,0.347984312
Napb,-0.097217834,0.633222831,0.738031863
Sp2,-0.0972531,0.301146107,0.423805106
Pvr,-0.097275331,0.153734141,0.246381444
Golgb1,-0.0973681,0.074877257,0.133784311
Gm16287,-0.097419088,0.781149748,
Flot2,-0.097434591,0.050624622,0.095877628
BC049715,-0.097542716,0.82538219,0.883947928
1110004F10Rik,-0.097593666,0.09971072,0.170832555
Gja10,-0.097630031,0.700556073,
Gm40546,-0.097630031,0.700556073,
Gm36263,-0.097630031,0.700556073,
Gm32639,-0.097630031,0.700556073,
Slc45a2,-0.097630031,0.700556073,
Gm34265,-0.097630031,0.700556073,
LOC118567370,-0.097630031,0.700556073,
Arhgap27os3,-0.097749354,0.746384551,
Carf,-0.097801456,0.421563116,0.548313909
Gm36496,-0.09792726,0.816540271,0.877259237
Brd1,-0.097932889,0.084927213,0.149036603
5830454E08Rik,-0.097967303,0.822496746,0.881789403
LOC115490435,-0.097975296,0.82584323,0.884049335
Nyap1,-0.098020327,0.371449713,0.498172007
Gns,-0.098072925,0.005247341,0.012463195
A030010E16Rik,-0.0980942,0.817257721,0.877805816
LOC118568358,-0.09826912,0.772826382,
Kdm2a,-0.098374251,0.055511233,0.103875907
LOC118567765,-0.098413573,0.77213169,
Gm40003,-0.098456353,0.757932511,
Sdha,-0.098548005,0.011352017,0.025295442
Lancl2,-0.098672511,0.35603398,0.482741371
Oard1,-0.098802037,0.37711147,0.503528975
Enox2,-0.098816321,0.374182509,0.500910515
Fes,-0.098824509,0.256274141,0.373031795
Clasp1,-0.098865817,0.074470753,0.133189811
Mat2a,-0.098887694,0.023239218,0.048234087
Fbrsl1,-0.098934539,0.206173114,0.312923635
Zranb1,-0.09894911,0.104818301,0.178345761
BC005537,-0.098959553,0.034265892,0.068230646
Tmem230,-0.099086332,0.422158547,0.548903015
Lyst,-0.099118465,0.230374109,0.342502313
Aldh1a1,-0.099169984,0.524727469,0.644374566
LOC118568628,-0.099172499,0.816348479,0.877161808
Kansl1l,-0.099181942,0.312209481,0.436408942
Cers2,-0.099202536,0.022998128,0.047795505
Gorab,-0.099286407,0.148769972,0.239642096
Adarb1,-0.099350158,0.395380441,0.522086522
Sncaip,-0.099376502,0.390746613,0.517528988
Zfp189,-0.099404815,0.471184538,0.595442455
Dpp8,-0.099468497,0.042053916,0.081464129
Zfp518b,-0.099521351,0.158588071,0.252646841
Gm12153,-0.099578474,0.74873456,
Gm40036,-0.099578474,0.74873456,
Bik,-0.099578474,0.74873456,
Gm30505,-0.099578474,0.74873456,
Pou3f4,-0.09958179,0.762258934,0.837834962
Spsb2,-0.099622998,0.372779232,0.499502903
Gm39444,-0.099642833,0.754923705,
DQ267101,-0.099642833,0.754923705,
2810006K23Rik,-0.099645662,0.466439496,0.591601099
Ik,-0.099718436,0.035134631,0.069693057
Rala,-0.099799043,0.058688281,0.10897328
Oxgr1,-0.099831431,0.804759628,0.86850168
Ndufa2,-0.099841926,0.21263616,0.320685967
Has3,-0.099862764,0.77874362,0.851036905
Ints12,-0.099867759,0.270965379,0.389412897
Tcf25,-0.100020194,0.011737673,0.026094406
Grk6,-0.10005769,0.084498956,0.148455154
Pigbos1,-0.100243334,0.531348413,0.650266193
Bcl2l14,-0.100250217,0.797905328,0.864666819
1700022N22Rik,-0.100364715,0.821659338,0.881333177
A830029E22Rik,-0.100428962,0.819121319,0.879296443
Gm10432,-0.100488971,0.80865325,0.87119808
Thoc5,-0.100518427,0.14191017,0.230190176
Gm8234,-0.10052857,0.790000325,0.859475094
Gm10433,-0.100626079,0.74669076,
Gm10373,-0.100626079,0.74669076,
Gm51987,-0.100686499,0.821193076,0.880931178
LOC118567836,-0.100695613,0.807597353,0.87051645
Ipo4,-0.100709445,0.038187,0.074785787
Frmd7,-0.100746017,0.790137792,0.85948962
Prickle4,-0.10079914,0.803004473,0.867702583
Tmem165,-0.100809591,0.049286091,0.093664973
Rnf167,-0.100885333,0.204322503,0.310604395
Colgalt1,-0.100919703,0.005810308,0.01368314
Gm46871,-0.100925947,0.750477086,0.829056664
1700125H03Rik,-0.10096688,0.820578571,0.880370047
Prss46,-0.100977701,0.806897342,0.869956665
Gm51971,-0.100977701,0.806897342,0.869956665
Metap1,-0.101058152,0.12111951,0.20173317
Pias2,-0.101139139,0.107740314,0.182431045
Rnf121,-0.101222961,0.390409029,0.517224151
Slc30a7,-0.10122641,0.067018442,0.121983571
Abhd11,-0.101346113,0.370192923,0.496867064
Gm37915,-0.101356307,0.750569259,
Gm42303,-0.101356307,0.750569259,
Gm46268,-0.101356307,0.750569259,
Gm36331,-0.101372223,0.758662941,
Caml,-0.101381918,0.193081566,0.296681288
Gm14295,-0.101386409,0.607609014,0.717294471
Alg14,-0.101438344,0.322411516,0.447518803
Rgsl1,-0.101442384,0.726141939,
Gm32348,-0.101442384,0.726141939,
Zbtb46,-0.101444624,0.628536886,0.734361096
Fam210a,-0.10151333,0.146026746,0.235814951
C130050O18Rik,-0.101520781,0.803820481,0.868105849
Gm16982,-0.101544199,0.819444576,0.879545399
Gm20760,-0.101576604,0.794216183,0.862124308
Rcc1l,-0.101631047,0.252554592,0.368704433
Gid8,-0.101719498,0.059935621,0.110913365
Gm31262,-0.101725277,0.772747564,
Zfp420,-0.101778157,0.524654299,0.644326921
Dazap2,-0.101854074,0.049001024,0.093205998
Khdrbs1,-0.101977208,0.026231921,0.053744742
B3galt6,-0.102027193,0.455426562,0.581134311
Skap1,-0.102175741,0.801850793,0.867039719
Mmp11,-0.102190179,0.095339587,0.164352409
Gpd2,-0.10227498,0.12036779,0.2006894
Gm15743,-0.102343094,0.805568844,0.869099558
Gm39974,-0.102435695,0.766221481,
Ykt6,-0.102451696,0.008472347,0.019319077
Clk2,-0.102461707,0.467391822,0.592359772
Rps13,-0.102467801,0.809962587,0.872098381
Rpl30,-0.102580152,0.177187116,0.276378607
Gm41452,-0.102594261,0.809476007,0.87190707
Commd5,-0.102719825,0.301021471,0.423660663
Gm32364,-0.102719963,0.812982271,0.87441224
Lman2,-0.102726047,0.013772425,0.030096804
Scly,-0.102732415,0.358034105,0.484703128
Abhd14a,-0.102894016,0.294301561,0.416057679
Ccdc186,-0.103085855,0.160822991,0.25548874
Pmpcb,-0.103104418,0.065980249,0.120389732
Pomp,-0.103181191,0.116240877,0.19476971
Gm30402,-0.103200264,0.731712184,
Gm49085,-0.103236537,0.802406461,0.867421443
Cep131,-0.103434817,0.252849073,0.369022454
LOC115486180,-0.103449983,0.813251585,0.874604215
Micos10,-0.103463823,0.110805227,0.186832242
Ddit3,-0.103537232,0.039496923,0.077045603
Ciao2a,-0.103616709,0.213641989,0.321900412
Gnas,-0.103629316,0.005495492,0.01299419
Zfp707,-0.104116637,0.454730947,0.580554412
Fem1c,-0.104131267,0.262958956,0.380376035
Zcchc7,-0.104254824,0.253403248,0.369747189
Edf1,-0.104308561,0.12987551,0.213985153
Rps15a-ps4,-0.104413086,0.81425466,0.875487411
Wipf2,-0.104441411,0.251219964,0.367117786
Gm52599,-0.104444282,0.766604863,
Scpep1,-0.104492525,0.001939418,0.004974199
Mkrn2,-0.104501462,0.246561079,0.361847125
Scpep1os,-0.104511376,0.811574076,0.873483019
Atrn,-0.104663695,0.077157234,0.137310216
Rwdd1,-0.104703568,0.417504173,0.54446864
Gm31955,-0.104775937,0.59748638,
Gm13912,-0.104775937,0.59748638,
Gm14062,-0.104775937,0.59748638,
Gm42196,-0.104775937,0.59748638,
Gm30184,-0.104775937,0.59748638,
Gm10636,-0.104775937,0.59748638,
Gm13274,-0.104775937,0.59748638,
Mir7226,-0.104775937,0.59748638,
Mir7016,-0.104775937,0.59748638,
Gm31820,-0.104775937,0.59748638,
Mir7019,-0.104775937,0.59748638,
Gm25982,-0.104775937,0.59748638,
Gm30417,-0.104775937,0.59748638,
Gm42231,-0.104775937,0.59748638,
Lep,-0.104775937,0.59748638,
Rny3,-0.104775937,0.59748638,
Igkv12-89,-0.104775937,0.59748638,
Nat8f5,-0.104775937,0.59748638,
Gm24464,-0.104775937,0.59748638,
Mrgpra6,-0.104775937,0.59748638,
Gm34282,-0.104775937,0.59748638,
4930483O08Rik,-0.104775937,0.59748638,
Tpte,-0.104775937,0.59748638,
Gm34412,-0.104775937,0.59748638,
Gm46104,-0.104775937,0.59748638,
Gm51680,-0.104775937,0.59748638,
LOC115487271,-0.104775937,0.59748638,
Mir8107,-0.104775937,0.59748638,
Gm36251,-0.104775937,0.59748638,
Gm33858,-0.104775937,0.59748638,
Gm48750,-0.104775937,0.59748638,
Gm40697,-0.104775937,0.59748638,
Gm31505,-0.104775937,0.59748638,
Fam71b,-0.104775937,0.59748638,
Gm31490,-0.104775937,0.59748638,
4930544D05Rik,-0.104775937,0.59748638,
Scimp,-0.104775937,0.59748638,
Gm11437,-0.104775937,0.59748638,
Gm51988,-0.104775937,0.59748638,
Serpina3b,-0.104775937,0.59748638,
Gm35190,-0.104775937,0.59748638,
n-TIaat10,-0.104775937,0.59748638,
H2ac1,-0.104775937,0.59748638,
Gm41029,-0.104775937,0.59748638,
1700006H21Rik,-0.104775937,0.59748638,
LOC118568091,-0.104775937,0.59748638,
Gm34845,-0.104775937,0.59748638,
Gm32187,-0.104775937,0.59748638,
Trnak-cuu_1,-0.104775937,0.59748638,
Gm36219,-0.104775937,0.59748638,
4930555K19Rik,-0.104775937,0.59748638,
Gm41320,-0.104775937,0.59748638,
BC024139,-0.104775937,0.59748638,
Gm46521,-0.104775937,0.59748638,
Ankrd33,-0.104775937,0.59748638,
Mrgprh,-0.104775937,0.59748638,
LOC118568320,-0.104775937,0.59748638,
Pdzph1,-0.104775937,0.59748638,
Gm52303,-0.104775937,0.59748638,
Gm35918,-0.104775937,0.59748638,
Ppp1r2-ps3,-0.104775937,0.59748638,
Gm32081,-0.104775937,0.59748638,
Mir6995,-0.104775937,0.59748638,
Ezhip,-0.104775937,0.59748638,
LOC118568417,-0.104775937,0.59748638,
Gm25107,-0.104775937,0.59748638,
Mtap,-0.104891324,0.034116906,0.067976153
Ammecr1l,-0.104899918,0.057047726,0.106378985
Capn1,-0.104912619,0.036369962,0.071774679
Tmem87a,-0.104929842,0.132923765,0.21820305
LOC118567818,-0.10495804,0.771980857,0.845469396
Pacsin2,-0.105226085,0.036764229,0.072471063
Zfp423,-0.105229693,0.542912382,0.660595228
Wdr5b,-0.10524261,0.563979219,0.679661835
Gm34032,-0.105323269,0.793376986,0.861690795
Stx5a,-0.10534344,0.047430788,0.090748018
Ywhaz,-0.105461272,0.01727725,0.036967255
Med13,-0.10552803,0.062580074,0.114893599
Gm34939,-0.105592979,0.707456711,0.796831172
Gm46139,-0.105631199,0.80140825,0.866755854
Tab2,-0.105715053,0.020656792,0.043408285
Map3k9,-0.105815134,0.747204832,0.826370613
Vdac1,-0.105826797,0.00671827,0.015645365
Cbx5,-0.10602432,0.045663978,0.087672471
Gm15798,-0.106117808,0.725021969,
Adtrp,-0.106120334,0.808467067,0.87119808
Gm42146,-0.106134211,0.792140536,0.860890163
Vps72,-0.106146464,0.1647472,0.260519446
LOC118567927,-0.106188869,0.770687169,0.844917413
5430405H02Rik,-0.106247729,0.759385311,0.835857673
Lipk,-0.10627886,0.781538165,0.852687713
Gm35756,-0.106333729,0.798008672,0.864730153
Pgpep1,-0.106391376,0.125388541,0.207692658
Tas1r3,-0.106394083,0.78218475,0.853199824
LOC118568705,-0.106394309,0.577129007,0.691269827
Rraga,-0.106421261,0.054812196,0.102717533
Rps7,-0.106458587,0.679154771,0.775515341
Gm32487,-0.106506589,0.711872177,
Asmt,-0.106506589,0.711872177,
Acbd3,-0.106543979,0.034402391,0.068424625
Mbd2,-0.106566824,0.039788991,0.077547633
Slain2,-0.106591026,0.068585242,0.124323256
LOC108167721,-0.106657624,0.756466474,
Papola,-0.106675399,0.012055271,0.026698765
Gm19610,-0.106696093,0.721426116,0.807458916
LOC118567401,-0.10670594,0.747818362,
LOC115490439,-0.10670594,0.747818362,
Unc50,-0.10677332,0.188766655,0.291044213
9130401M01Rik,-0.106801187,0.176471956,0.27539692
Asb7,-0.106920959,0.238460806,0.352294926
Lrp10,-0.107010796,0.027853816,0.056699782
Med1,-0.107019819,0.090102295,0.15678353
6330525I24Rik,-0.107041163,0.806760596,0.86990663
Copb1,-0.107127785,0.004839129,0.011578678
Gm26803,-0.107135241,0.790077152,0.859475094
Col15a1,-0.107139459,0.238205406,0.352106679
LOC115486847,-0.107221629,0.807190219,0.870175003
Zbtb25,-0.107248023,0.301644979,0.424259158
Acvr2a,-0.107324181,0.077134716,0.137282829
LOC115486002,-0.107377413,0.802429016,0.867421443
Sntb1,-0.107431942,0.426293438,0.552874476
Zfp109,-0.107438175,0.521014978,0.641369605
Ggnbp1,-0.10748004,0.726543843,0.811311765
Lenep,-0.107619597,0.703441902,0.79434887
Pgpep1l,-0.107682276,0.797900459,0.864666819
4933417O13Rik,-0.107738314,0.720692827,
Gm36278,-0.107738314,0.720692827,
Gm51897,-0.107738314,0.720692827,
Gm19774,-0.107738314,0.720692827,
Srf,-0.107796771,0.125511513,0.207790444
Khk,-0.107846111,0.596168618,0.707519428
Trip4,-0.107899222,0.07830266,0.139017166
Zfp787,-0.108009473,0.365241986,0.492177121
Gm51928,-0.10801996,0.730387214,
Ephx2,-0.108076018,0.601825184,0.71212529
Gm39809,-0.108110311,0.797778884,0.864627098
LOC118567441,-0.108112508,0.777791045,0.850381932
Rgl1,-0.108131795,0.074363748,0.133039613
Cap2,-0.108224052,0.402900601,0.530090359
Dennd10,-0.108287352,0.131889847,0.216710739
Itih4,-0.10837964,0.772576598,0.845907997
Zcchc14,-0.108407985,0.024591539,0.050780953
4933402J15Rik,-0.108607937,0.803552391,0.867953757
Il23a,-0.108667915,0.751634272,
Jund,-0.108699157,0.107234303,0.181718033
Zfp605,-0.108874124,0.315707385,0.440057513
Gpn1,-0.108985464,0.197219159,0.30174603
Ugt1a8,-0.10902192,0.802778772,0.867682111
Samm50,-0.109078174,0.036015979,0.071178219
Helb,-0.109079599,0.301424437,0.42407285
Dtd2,-0.109080621,0.396447421,0.523280164
Dcdc2b,-0.109105251,0.784100303,0.854680776
Srcap,-0.109119516,0.069667802,0.125913307
Spag4,-0.10913511,0.697790699,0.790152693
Actr1a,-0.109165758,0.007442064,0.017179278
Kif19b,-0.109181876,0.72740227,
9330104G04Rik,-0.109209568,0.648984776,0.751174818
Gm26777,-0.109278208,0.777263117,0.84999775
Gm52603,-0.109288639,0.806035145,0.869270403
Gm35760,-0.109323852,0.78687038,0.856951858
Slc23a1,-0.109402079,0.804368073,0.868299127
Pars2,-0.109551278,0.518208944,0.638895464
Fkbpl,-0.109577345,0.396255499,0.523134402
Rnf170,-0.10960117,0.359618385,0.486300413
Ddhd1,-0.109691242,0.325643632,0.450738157
Lefty1,-0.109728439,0.786096272,0.856399372
Glipr1,-0.109743024,0.501678817,0.62402844
LOC118567599,-0.109832932,0.761971802,0.837747042
Naalad2,-0.109898345,0.50184898,0.624199787
Ltbr,-0.110016507,0.0226121,0.047069437
Atp6v0a2,-0.11004002,0.016962764,0.036371173
Snx25,-0.110141078,0.200241566,0.305364821
Fam217b,-0.110221255,0.301829236,0.424394339
Lamp1,-0.110255732,0.000208741,0.000626971
Eif2ak3,-0.11026957,0.050282004,0.095313102
Rbm12,-0.110270263,0.126714818,0.209422525
Urod,-0.110319755,0.147194872,0.237462393
