Gene,log2FoldChange,pvalue,padj
Casp8,0.086473119,0.264752001,0.373017045
Crybg2,0.579015447,0.264817231,0.373083555
Gm35125,-0.614886564,0.265081137,0.37342994
Ndufaf8,-0.168360169,0.265250179,0.373611346
2410003I16Rik,0.545889713,0.265264055,0.373611346
Foxp3,0.545889713,0.265264055,0.373611346
Gm9057,-0.491001749,0.265307385,0.37364695
Zfp97,-0.336003018,0.2653256,0.373647181
4933424G05Rik,0.61537138,0.265593296,0.37398415
Emx2os,0.30979756,0.265601014,0.37398415
LOC118568713,0.579092224,0.265678395,0.374061318
Gm52400,0.511165964,0.26569196,0.374061318
Gm52129,0.625596657,0.265779873,0.374159641
Uqcc3,-0.109220509,0.265852767,0.374236809
Myl7,0.620675923,0.266017885,0.37444378
Rps15a-ps6,-0.627969261,0.266048629,0.374461591
Mrpl1,0.113988854,0.266307568,0.374800562
Mpdu1,0.091166263,0.26663667,0.375212718
Asic1,-0.172450935,0.266625674,0.375212718
Abcc10,-0.139397789,0.266711089,0.375291928
Mmp12,0.280231735,0.266840968,0.37544916
Skap1,-0.536589789,0.266922354,0.375538145
Dgkg,-0.43846922,0.266991184,0.375609455
Camsap1,-0.073258214,0.267119207,0.375764022
Isg20,-0.218333202,0.267321135,0.376022526
1600027J07Rik,-0.306713304,0.267466369,0.376201253
Ccser1,0.168083608,0.267551436,0.376295334
Shld3,0.32730251,0.267627967,0.376377398
LOC118568588,-0.5837814,0.26772767,0.376492036
6330549D23Rik,0.525077782,0.267773647,0.376531112
Uchl4,-0.51802502,0.267834046,0.376564881
Sp7,0.481367073,0.267816642,0.376564881
Gm40486,0.587242191,0.267998141,0.376770003
Gm34080,-0.566425688,0.268195704,0.377022144
Gm52667,0.53908227,0.268693627,0.37769646
F5,0.22918832,0.268864862,0.377911499
Mir6935,-0.591165536,0.269226078,0.378393524
LOC118568558,0.605218855,0.269362224,0.378548153
Brd2,-0.040128482,0.269372671,0.378548153
Uhrf1bp1,-0.067853207,0.269442906,0.378621149
Tnfrsf8,0.532913333,0.269588305,0.37879975
Appl2,0.066497206,0.269683295,0.378907501
Gm36278,0.605974687,0.269712854,0.378923311
Sympk,0.045872695,0.269747675,0.378946514
Prkcz,0.460079696,0.269790948,0.378981584
Gbgt1,0.496221594,0.26987329,0.379071527
Gm42333,0.571716054,0.270200181,0.379427702
Gm30055,0.571716054,0.270200181,0.379427702
Qprt,0.571716054,0.270200181,0.379427702
LOC115487312,0.571716054,0.270200181,0.379427702
Dyrk2,0.068342089,0.270295785,0.379536206
Gm38699,-0.579332273,0.270554815,0.379874155
Tiam1,0.105371149,0.270613811,0.379931218
Gm51714,0.534179098,0.27073421,0.380048702
Plekhh3,-0.096240426,0.270729872,0.380048702
Gm30445,0.386224222,0.270755954,0.380053452
n-TYgta6,0.538288455,0.270791843,0.380078055
LOC118567594,0.610650189,0.270997118,0.380340385
Cth,0.125708868,0.271093736,0.380424401
Gm52251,0.580606051,0.271086207,0.380424401
Kdelr3,0.050638716,0.271116558,0.380430636
Gm35816,-0.590710655,0.271202104,0.380524879
Pabpc5,0.537615618,0.271328578,0.380676533
Rnf169,0.07547675,0.271443856,0.380812458
Fam172a,-0.116663583,0.271543907,0.380927005
Gm10244,0.537071617,0.271686357,0.381101009
Fn3k,-0.596431817,0.271713774,0.381113641
Gm41352,0.540820677,0.271747289,0.381134826
Lrrc14,0.089412382,0.271974308,0.381427383
Gm40436,0.59949696,0.272369147,0.381955243
1700064M15Rik,0.580859581,0.272761069,0.382478941
Gm20560,0.617897573,0.272800493,0.382498037
Gm31792,-0.577957891,0.272811643,0.382498037
Gm12843,0.527090556,0.272892332,0.382559344
Clk4,-0.09265099,0.272878302,0.382559344
1700019D03Rik,0.617376528,0.272980191,0.382656596
Mknk2,-0.057397907,0.273033252,0.382705059
Gm51987,-0.614993372,0.273085597,0.382752512
Gm51671,-0.61773204,0.273140841,0.382778107
Mlh3,0.105522031,0.273129819,0.382778107
Ankrd52,-0.052509924,0.273205744,0.382843143
Gm12052,-0.617485078,0.273333881,0.382996773
Mos,-0.603657266,0.273373395,0.383026214
Gm40078,0.543458696,0.273456932,0.383117327
Dapp1,0.106511553,0.273874228,0.383675996
Gm31135,-0.599843637,0.274025712,0.383862235
Pak2,-0.051427647,0.274045281,0.383863671
Gm34268,-0.577440587,0.274154362,0.383990479
Osbpl11,-0.071203579,0.274346098,0.384233032
Plekhg6,-0.277394215,0.274487396,0.384404918
Itgax,-0.61709654,0.274505971,0.384404924
Whrn,-0.137820642,0.274536239,0.384421305
Gm30246,0.539763503,0.274565116,0.384435734
Casp14,-0.496011268,0.274732407,0.384643952
Gm34090,0.516102932,0.274884092,0.384830293
LOC118567974,-0.240774942,0.27503663,0.385017802
LOC118568593,0.51297453,0.275075263,0.385042037
LOC115487308,-0.59893085,0.275091144,0.385042037
Ccdc9b,-0.083107049,0.275569076,0.385684914
Rab1b,-0.050595942,0.275789093,0.385966752
Nat8,0.514150991,0.275881991,0.38607066
LOC115488834,-0.561077527,0.275935436,0.386119349
Gm47814,-0.276718319,0.275971986,0.38614439
Sdhb,-0.058705274,0.276688454,0.387120716
Mfsd4b4,-0.122775541,0.276755404,0.387188218
Zfp426,0.108752722,0.27682682,0.387261957
Gm52118,0.610223297,0.276868306,0.387293819
Gm39291,0.535052621,0.27701035,0.387413975
Adgrf1,0.535052621,0.27701035,0.387413975
2410021H03Rik,0.535052621,0.27701035,0.387413975
Plod2,0.040517399,0.277039916,0.387429149
Pex2,0.079791656,0.2773871,0.387888466
Olfr1393,0.613017704,0.277462941,0.387942105
Gm32547,0.597560888,0.27745153,0.387942105
Mtrf1l,-0.171188259,0.277513853,0.387987084
Gm35574,0.608273246,0.277871583,0.388460983
Stx12,-0.052584962,0.277944554,0.388484285
Gm46492,0.606893466,0.277930879,0.388484285
Stap2,0.292565733,0.277929124,0.388484285
LOC118567915,0.612618375,0.277984507,0.388513894
Ino80d,0.092051597,0.278173405,0.388699169
Gm13179,0.587826815,0.27816729,0.388699169
Gm30126,-0.599061189,0.27815645,0.388699169
4930451E10Rik,-0.51562719,0.278208535,0.388722016
Gm15704,0.611465837,0.27833272,0.388869284
Zfp267,-0.102198584,0.278533249,0.389123187
Trmt61b,-0.248419891,0.278681603,0.38930417
LOC118567688,0.480398844,0.278739231,0.389358396
6530402F18Rik,0.232213181,0.278839793,0.389404979
Gm29771,0.532486846,0.278934705,0.389404979
Tex38,0.582442883,0.278858601,0.389404979
LOC118568759,0.576757062,0.278950075,0.389404979
Dpf1,-0.223105993,0.27888319,0.389404979
Gm12764,0.388032963,0.278958107,0.389404979
Cfdp1,0.050192992,0.278922074,0.389404979
Prl6a1,0.575303638,0.278940638,0.389404979
Gm41018,0.576757062,0.278950075,0.389404979
Lrpprc,0.065266523,0.278960697,0.389404979
Tmem250-ps,-0.068297647,0.279141228,0.389630709
Gm11520,0.559342232,0.279165888,0.389638857
Ppp1r3a,-0.502906573,0.279351764,0.389872
Gm38944,0.588451208,0.279380775,0.389886203
Gm35476,0.610524092,0.279546582,0.390091293
Mir12181,0.509075687,0.279664472,0.390189588
Gm34065,0.524287246,0.279673571,0.390189588
Gm41845,0.524287246,0.279673571,0.390189588
Gm13498,-0.511677641,0.279741496,0.390258051
P2rx2,0.610260923,0.279818697,0.390339446
Mafg,-0.055033613,0.279852715,0.390360593
Dlgap2,-0.531540019,0.279876553,0.390367539
Gm15201,0.506340734,0.27996586,0.390465794
Ranbp10,-0.061087679,0.280046906,0.390552514
Gm33646,-0.609927643,0.280126936,0.390637805
Tmem19,-0.068282653,0.280154483,0.390649903
Sertad3,-0.135419904,0.280195217,0.390654529
Gm46374,-0.553799391,0.280195545,0.390654529
Hoxa1,0.280216307,0.280269318,0.390731066
Tsg101,0.076629707,0.280352506,0.39082072
LOC118567828,0.604807019,0.280502587,0.390982975
Gnl3,-0.058572792,0.280506674,0.390982975
LOC115490268,0.528077841,0.280727765,0.391238453
Rbp3,0.528077841,0.280727765,0.391238453
Cnep1r1,0.073095059,0.280772994,0.391270284
Unc13d,-0.445200599,0.280788409,0.391270284
Lag3,0.475373476,0.280836116,0.39131042
Pla2g4e,0.587577212,0.280907717,0.391383842
Gm31224,0.593393133,0.281313547,0.391922899
Xpnpep2,-0.203268728,0.281377514,0.391985634
Lmntd1,0.601407474,0.281462949,0.392078267
Gm29897,0.60287623,0.281660277,0.392326743
Tmem25,-0.414573374,0.281718109,0.392328098
Ovca2,-0.119906263,0.281705509,0.392328098
Fbxl15,0.24846945,0.281709007,0.392328098
Clic3,-0.503974146,0.281870989,0.392514597
Gm51877,0.599188279,0.281995893,0.392662114
Hoxa4,0.344806032,0.282436431,0.393249084
Gchfr,0.295952359,0.282493236,0.393297149
Adh5,-0.059086704,0.282527952,0.393297149
Timm44,0.075686733,0.282518005,0.393297149
1810021M19Rik,0.527499976,0.282708011,0.393415517
Snora16a,0.602441291,0.282674157,0.393415517
Evx1,0.527499976,0.282708011,0.393415517
Atp2b2,0.527499976,0.282708011,0.393415517
Ces1f,0.527499976,0.282708011,0.393415517
Zbtb40,0.122054591,0.282729836,0.393419441
Wfikkn2,0.348559817,0.282903104,0.393634083
Gm30476,0.596966898,0.282937767,0.393655853
Grk4,0.19506256,0.283102645,0.393858777
Fam207a,0.076370444,0.283136193,0.393878978
Gm35340,0.504322455,0.283252755,0.393988176
Tmem253,0.44419878,0.283239519,0.393988176
Selenos,-0.054852784,0.283400103,0.394166642
Insl6,-0.352420791,0.2835555,0.394356278
Msc,0.526290884,0.283629806,0.394406623
Txk,0.526290884,0.283629806,0.394406623
LOC118567860,-0.522365987,0.283704037,0.394430356
Gm27252,0.569134881,0.283693324,0.394430356
1810041H14Rik,0.596449311,0.283683981,0.394430356
Zfp11,-0.194852854,0.283774104,0.394501273
Churc1,0.12039273,0.28381329,0.394529253
Cops2,-0.05282837,0.283903944,0.39462877
LOC115489947,-0.596593218,0.283955881,0.39467446
Gm34097,0.584612156,0.284375784,0.395231551
Gm52523,0.576528339,0.284433285,0.395258392
Pigo,-0.109008626,0.284416143,0.395258392
Faf2,0.044496859,0.284490494,0.395311352
Rprm,-0.141636968,0.284543743,0.395358805
Gm19744,0.508624087,0.284658369,0.395491526
Ino80dos,0.436826448,0.284747632,0.395562444
Haus8,0.110529043,0.284744721,0.395562444
Fam181b,-0.407102703,0.284802093,0.39561155
Kcnk4,0.575458995,0.285118805,0.396024912
Car12,0.175101919,0.28524667,0.396175931
Gm38500,-0.282329833,0.285380025,0.396334553
Fbxo30,0.07699955,0.285429398,0.396376528
Gm10658,-0.541541703,0.285795647,0.396858515
Olfml2a,-0.203961914,0.285964808,0.397066778
Gm38739,0.501202955,0.286072828,0.397190123
Ido1,0.587859994,0.286321708,0.397509011
Hps5,0.069000477,0.286410424,0.397605511
Gm41055,0.471362539,0.286440094,0.397620034
Jph2,-0.070820193,0.286573459,0.397778488
Ndufb7,-0.081176815,0.286621925,0.397792414
D16Ertd472e,-0.120835949,0.286615931,0.397792414
Impdh2,-0.142859313,0.286907246,0.398161705
Gm5069,-0.462156959,0.286962056,0.398211072
Fggy,0.119188646,0.286983895,0.398214682
Gm46004,-0.509603863,0.287027328,0.398248253
Gm33610,0.499185605,0.287158581,0.398376961
Ly6g6e,0.499185605,0.287158581,0.398376961
Gm45974,-0.574491748,0.287301953,0.398549151
Zfp397,-0.094638243,0.287534208,0.398844609
Mup5,0.540307778,0.287624329,0.398942884
Gm51419,0.557954384,0.287797121,0.399155807
Rbfaos,-0.592127071,0.287845657,0.399196375
Gm25604,-0.508870075,0.288018534,0.399409369
Tgfbr3,-0.054709554,0.288105108,0.399502662
A430010J10Rik,-0.593091468,0.288225875,0.399643353
Ccdc38,0.596762981,0.288295805,0.399713541
Shisa9,-0.549570874,0.288316166,0.399714998
Hoxd12,-0.14458991,0.288558533,0.400024218
Gpr35,-0.317828001,0.28866486,0.400144821
LOC118568784,0.592691488,0.288751902,0.400238674
Ctps,-0.050077447,0.288785665,0.400258672
H2ac19,0.531741485,0.288872747,0.400344636
Gm51963,-0.589835609,0.288886368,0.400344636
Gm35048,-0.532463527,0.288935123,0.400385396
Gm33675,0.496783683,0.289004165,0.400454261
Gm38604,-0.589765192,0.289035947,0.400471493
Nt5dc1,0.127707951,0.289268015,0.400756155
Gm10433,0.58111816,0.289280119,0.400756155
Gm46819,0.554329913,0.289354611,0.400805705
Gm40386,0.554329913,0.289354611,0.400805705
Dgat1,-0.105350875,0.289465139,0.400931976
Lrif1,0.099501944,0.289683355,0.401207377
Tmie,-0.435451036,0.289714006,0.401222983
Gm51782,0.546447062,0.289738643,0.401230259
Gm23639,0.568791037,0.289758837,0.401231382
Slc10a4,0.583904421,0.289846146,0.401325433
Gm31410,-0.507260209,0.289872747,0.40133542
Cyb5d2,-0.160694456,0.290256756,0.401840212
Fmo4,0.588592121,0.290373057,0.401974338
Gm46206,0.589249515,0.290462232,0.402030278
Sdcbp2,0.565672214,0.290455802,0.402030278
Gm46485,0.595141485,0.290471731,0.402030278
Hc,0.596104526,0.290531231,0.402058863
Tmem198b,-0.093237118,0.290527975,0.402058863
Gm30141,-0.574281609,0.290746256,0.402329534
Mcub,-0.145146301,0.291004999,0.40266066
Smarcc1,0.05374143,0.291035853,0.402676435
Lct,0.558338657,0.291271136,0.402921179
Tspyl3,0.222868436,0.291248433,0.402921179
Zfp653,-0.198952955,0.291255525,0.402921179
Gm41856,-0.495851565,0.291392375,0.403061955
Gm40476,-0.578932507,0.29162026,0.403350219
Phf6,-0.086597541,0.291642508,0.40335404
Tmem35b,0.240022422,0.291893977,0.403647894
LOC115486842,-0.517291035,0.29188126,0.403647894
Gm34425,0.513375054,0.292048215,0.403807231
Gm30134,0.585812584,0.292041244,0.403807231
Gpr61,0.577590828,0.29208686,0.403823912
Gm35363,0.572816044,0.292099297,0.403823912
Acot10,0.584754662,0.29220377,0.403941367
LOC115488689,-0.581631439,0.292418872,0.404211729
LOC118568594,-0.544035889,0.292590495,0.404421958
Cdca7,-0.141848807,0.292896639,0.404818083
Vstm2b,-0.54752398,0.293005843,0.404899454
Minar1,0.500372135,0.293014195,0.404899454
Sec14l3,0.500372135,0.293014195,0.404899454
Prok1,0.546158415,0.293336259,0.40531744
Gm32234,0.555305766,0.293676116,0.405759952
Cideb,-0.592225202,0.293808958,0.4059164
Cd200r3,0.578012346,0.293896488,0.406010231
Coprs,-0.119458329,0.293926156,0.40602412
Cox20,-0.382805703,0.294048483,0.406138894
Proc,0.591217949,0.294030578,0.406138894
A3galt2,0.49838174,0.294100354,0.406183435
Car15,0.483983524,0.294277778,0.406401362
Lenep,0.290704894,0.2945998,0.406818937
Stk3,0.061683777,0.294635804,0.406841515
Gm8098,-0.507195763,0.294747508,0.40696861
Car10,-0.444770241,0.294880337,0.407124857
Anxa8,-0.054930064,0.294911643,0.407140924
Ankzf1,-0.132070858,0.294936821,0.407148529
Gm14320,0.591390469,0.295007087,0.407218371
Trib2,0.068067958,0.295241521,0.407514801
Kdsr,-0.068698507,0.295366614,0.407660282
Psma8,-0.269228092,0.295479824,0.407789344
Gm26901,-0.502359748,0.295575521,0.407859115
Gm51811,-0.547201053,0.295628897,0.407859115
Gm11351,0.480379518,0.295604561,0.407859115
Rpl27a-ps4,-0.547201053,0.295628897,0.407859115
Gm35493,-0.502359748,0.295575521,0.407859115
Hgfac,0.542980194,0.295774365,0.4079632
Cd4,0.496834124,0.295792316,0.4079632
Gmfg,-0.535453375,0.295802883,0.4079632
BC030500,0.496834124,0.295792316,0.4079632
Itk,0.496834124,0.295792316,0.4079632
Gm38516,0.571636339,0.29584163,0.407989456
Ndufs4,0.066898975,0.295910429,0.40805715
Rmnd1,-0.227035952,0.295997541,0.408150087
Zrsr2,0.080729152,0.296087158,0.408246464
4930535L15Rik,0.588687131,0.296295006,0.408505836
Gpat2,-0.510421056,0.29643176,0.408639947
Vmn1r53,-0.567947982,0.296413303,0.408639947
Dlx6,0.489311977,0.296456976,0.408647493
Tspan8,0.545762433,0.296486836,0.408661439
Mrps34,-0.087050904,0.296571165,0.408750457
Ano3,-0.085248868,0.296646876,0.408773155
Slc22a4,-0.438481233,0.296626879,0.408773155
Eola1,-0.100622835,0.296634453,0.408773155
Trmt1,0.073126613,0.296687487,0.408801902
Pnisr,0.068335553,0.296790554,0.408916697
Ankrd55,-0.333737431,0.296880583,0.408986296
B830017H08Rik,0.589109914,0.296873706,0.408986296
Gm36819,-0.578115794,0.296957073,0.409064445
Gm34851,0.583743332,0.297256121,0.409435005
Popdc2,-0.469697482,0.297265637,0.409435005
Kdm4c,-0.074153437,0.297377266,0.409561504
Vac14,-0.073024406,0.297416649,0.409588492
Kat7,0.058318963,0.29753009,0.40971746
Ncmap,0.588246182,0.297623161,0.409818361
Gm5088,-0.436352639,0.297926628,0.410208939
Spink10,0.572572368,0.297957648,0.410224364
Gpx4,-0.075734489,0.29808602,0.410373811
Mvd,0.114459076,0.298130808,0.410408175
Gm46183,0.490661518,0.298378965,0.410722475
Gm13485,-0.583044487,0.298417752,0.410748552
Kcne1l,0.358396346,0.298446383,0.410760646
Lcat,-0.278484063,0.298466996,0.410761706
Vangl2,-0.118939229,0.298514072,0.410799181
H3c2,-0.578104954,0.298655342,0.410966269
Slc43a1,0.275402295,0.298760523,0.411083676
Gm11545,0.563642845,0.29888657,0.411229778
Osbp,-0.049903999,0.299028571,0.411397808
Gm16287,0.575056969,0.299255733,0.411655614
F2rl2,0.583755673,0.299242172,0.411655614
Zfp322a,-0.078347163,0.299354577,0.41176422
Zfp72,-0.175045558,0.299432039,0.411843402
Gm38402,-0.485553689,0.299508672,0.411921435
Gm34343,0.57770222,0.29972239,0.41218798
Tmem156,0.525857244,0.299797437,0.412263798
Zfp821,0.104877871,0.299936676,0.412427872
Pigg,-0.102136141,0.299981942,0.412437555
Gm39043,0.580533933,0.299983567,0.412437555
Gm34795,0.37062362,0.300112358,0.412532426
LOC118568085,-0.494270698,0.300092202,0.412532426
Gm41182,0.579220073,0.300112074,0.412532426
Gm41022,-0.491698582,0.300341318,0.41281974
4930502C15Rik,0.556482298,0.300383123,0.412849787
Avpr1b,-0.471861116,0.30055799,0.41300786
Gm33804,0.373521318,0.30053655,0.41300786
Nat3,-0.471861116,0.30055799,0.41300786
Wdr74,-0.082322369,0.301260198,0.41394531
Gm13070,0.583703665,0.301339535,0.41401762
Hspa9,0.03427951,0.301352825,0.41401762
Rasgrf1,-0.483972115,0.301427057,0.414064641
Gm46687,-0.483972115,0.301427057,0.414064641
Bach2os,0.577326658,0.301484557,0.414077552
Hapln4,0.343874601,0.30151389,0.414077552
5033430I15Rik,0.302107643,0.301516471,0.414077552
Hs6st3,0.385186923,0.301474137,0.414077552
Gm15421,-0.552571514,0.301675387,0.41426831
Gm52863,-0.555166473,0.301712826,0.414292239
Gm34885,0.488637658,0.301817954,0.41439876
Slc25a48,0.566484976,0.30183044,0.41439876
Mir1949,-0.526631212,0.30188815,0.414450505
Zfp791,0.250512108,0.302009118,0.41458908
Rad51ap2,0.55760337,0.302117818,0.414710797
Gm10814,-0.523843784,0.302193222,0.414786798
AF357426,-0.490091567,0.302263208,0.414855351
Rbm22,0.061199142,0.302597432,0.415286537
Fam50a,0.069781094,0.302667847,0.415355638
Nat8f4,0.425520505,0.302738063,0.415424454
Tti1,0.081285742,0.303058907,0.415837159
Gm12522,-0.528055258,0.303122154,0.415896373
Gm12031,-0.581526575,0.303174138,0.415940128
Gm36198,-0.581030041,0.303290573,0.416044722
B130034C11Rik,0.540161962,0.303274748,0.416044722
2310001H17Rik,0.391561288,0.30331107,0.416045269
Inha,-0.175414548,0.303367626,0.416095273
Sft2d1,0.235448455,0.303414137,0.416131494
Zfp715,0.09303259,0.30346417,0.416172541
Gm10615,0.390438535,0.30387275,0.416677658
Mocos,0.161180252,0.303869237,0.416677658
Rab29,0.111398148,0.303992112,0.416813719
Urah,0.578231823,0.304393049,0.417335813
Gm5124,0.432433536,0.304447423,0.417382717
Pex16,-0.129689163,0.304609701,0.417577537
Doc2g,-0.306789004,0.304649703,0.417604719
Gm39286,-0.560364058,0.304867996,0.417876275
Gm34628,0.489941333,0.30518474,0.41825504
1700111N16Rik,0.489941333,0.30518474,0.41825504
Wipf1,0.090042708,0.305255226,0.418323945
Gm26704,0.578621583,0.305436488,0.418523253
Gm31258,0.558391469,0.3054411,0.418523253
Mir335,-0.53528222,0.305467515,0.418531743
Gm40564,-0.575856278,0.305740666,0.41887827
LOC115488839,-0.538705496,0.305772608,0.418894308
Gm38552,-0.48940382,0.30593639,0.41895232
Slc7a6os,-0.097048775,0.305842346,0.41895232
Gm38970,-0.48940382,0.30593639,0.41895232
Gm46433,-0.48940382,0.30593639,0.41895232
Gm52296,0.549875341,0.305855491,0.41895232
LOC118568355,-0.48940382,0.30593639,0.41895232
L2hgdh,-0.134760021,0.30600604,0.419019979
Prdm15,-0.113808719,0.306100429,0.419121502
Ndufb2,-0.097358746,0.306131573,0.419136422
Cort,0.573634869,0.30620673,0.419183871
Krr1,0.08893787,0.306192628,0.419183871
Nrn1l,0.511166202,0.306372447,0.419355264
LOC118567662,-0.467236179,0.306361029,0.419355264
Gm22009,-0.577037843,0.306402303,0.419368399
Clk2,-0.145806701,0.306599377,0.419610386
Gm46358,0.551382113,0.306652356,0.419655149
Pik3c2b,0.23279086,0.306685108,0.419672225
Gm39443,0.542899496,0.306724155,0.419697912
Gm46626,0.542714479,0.306791905,0.419762868
Snord94,0.555449594,0.306816156,0.419768304
Anp32e,0.053861728,0.306936065,0.419904602
Zfp229,-0.141903124,0.306970847,0.419924434
Zfp641,-0.356606453,0.30702375,0.41996905
Ugt1a7c,0.186986046,0.307056581,0.419974841
Gm45805,0.487623247,0.307068562,0.419974841
Glra1,-0.476064467,0.307104341,0.419996026
Tgm3,0.56877743,0.307215383,0.420120132
Saysd1,-0.140083812,0.307237397,0.420122481
Gm19792,-0.472406819,0.307626943,0.420627368
Mapkapk3,0.097754399,0.307702923,0.420703468
Scg5,0.574593027,0.30774014,0.420726564
Gm14137,0.416312614,0.307828473,0.420819535
Zcchc14,-0.048903009,0.307940762,0.420918132
Zfp300,0.259215838,0.307941266,0.420918132
Gm10791,-0.475895747,0.308049261,0.421037947
Mir106b,-0.485195637,0.308177319,0.421101757
Iqcn,-0.484204767,0.308122079,0.421101757
Gm36607,-0.485195637,0.308177319,0.421101757
1700018G05Rik,-0.485195637,0.308177319,0.421101757
Lrrc75aos1,-0.568344143,0.308321337,0.421261552
Dpp9,0.05155663,0.308334965,0.421261552
Ankrd44,-0.075177363,0.308360735,0.421268956
Ldb2,0.08594378,0.308605264,0.421571773
Synpr,0.569404631,0.308623123,0.421571773
Gm39444,0.560023842,0.308676183,0.421616429
Gm32856,-0.214437796,0.309125414,0.422146461
Tent4a,-0.072573028,0.30912392,0.422146461
Gm46436,-0.506814499,0.309094429,0.422146461
Gmip,0.108497219,0.309241493,0.422277123
Muc15,0.572913779,0.309415015,0.422486201
Mlc1,0.570848471,0.309506442,0.422583164
Gm14061,-0.470876156,0.309557277,0.422624696
Chst8,0.394511267,0.309753026,0.422836167
Scn8a,0.573649497,0.309744457,0.422836167
Ccdc63,0.545018389,0.309853563,0.422917628
Immp2l,-0.357999305,0.309839551,0.422917628
Rgs14,0.411487911,0.310107772,0.423236691
Ccdc134,0.108947146,0.310152957,0.423270451
Prickle3,-0.174523102,0.310499589,0.423715571
n-TDgtc13,-0.552138357,0.310901105,0.424235523
Gm51864,0.482625585,0.311148816,0.424545547
Pdgfra,0.058430877,0.311175148,0.424553491
Zfp131,-0.071303403,0.311216507,0.424581935
Gm35940,0.571871611,0.311257181,0.42460944
Pex5l,0.567999472,0.311298297,0.424637546
Mterf1a,0.33536642,0.311567051,0.424976144
Nop10,-0.104217834,0.312020656,0.425538778
Rpp40,-0.164300774,0.31200106,0.425538778
Gm46210,0.568162885,0.31221002,0.425768985
Slc35e4,-0.078587834,0.312254481,0.425801565
Trim3,0.060636553,0.312595161,0.42623805
Casq2,-0.410287527,0.312637995,0.426253552
Gm34687,0.531072631,0.312668306,0.426253552
Med23,-0.073717655,0.312661078,0.426253552
Nubpl,-0.19650973,0.312701072,0.426270148
Zfp951,-0.239624704,0.312730481,0.426282165
Zfp386,-0.086628151,0.312962603,0.42657048
Slc15a1,0.472593802,0.313021339,0.426622446
Ido2,0.526973365,0.313071566,0.42666281
Gm36715,0.538646499,0.31319021,0.426796402
Zfp507,0.067927198,0.313370762,0.427014335
Msantd3,-0.091083945,0.313662043,0.427383115
Gm32819,-0.387678037,0.313697525,0.427389093
Zfp948,0.090283684,0.313707724,0.427389093
Ring1,-0.093041685,0.313770662,0.427446706
Gm1604a,0.528116157,0.313812932,0.427476158
Dnajc21,0.100385409,0.313859465,0.427511411
Cytl1,-0.479369264,0.314072888,0.427689546
Jchain,-0.479369264,0.314072888,0.427689546
Mir3072,-0.563743037,0.314044653,0.427689546
Ubb-ps,-0.525124118,0.31403706,0.427689546
Trmt12,0.133542192,0.314177573,0.427803957
A430005L14Rik,-0.115318389,0.314239994,0.427860809
Acer3,-0.082077552,0.314266817,0.427869186
Gm10961,-0.517976693,0.314316223,0.427908307
Gm5177,0.566627738,0.314555997,0.428206573
Mthfd1,-0.068463348,0.314697316,0.428370779
2610027F03Rik,-0.543451501,0.315126238,0.428898227
N4bp2l2,-0.063794316,0.315105639,0.428898227
Whamm,0.131603023,0.315292552,0.429096372
Syt15,0.562238524,0.315582802,0.429463152
Nme6,0.144770013,0.315772107,0.42969252
Kbtbd3,-0.238865502,0.315813983,0.429721255
Dnase1l2,-0.313103264,0.315870002,0.429769229
Klhl30,0.240916623,0.315962284,0.429866532
Glt1d1,-0.56619191,0.316102863,0.429944757
Snord96a,-0.378531282,0.316086483,0.429944757
Phf12,-0.057786718,0.316062874,0.429944757
Gm52097,-0.548954157,0.316102556,0.429944757
Mrfap1,-0.05259723,0.316203818,0.430053813
LOC118567519,-0.54385479,0.316378502,0.430263123
Gm30091,0.449257354,0.31646344,0.430350362
Gm40493,0.524509829,0.31659046,0.430494812
Clasrp,-0.07307689,0.316646913,0.430543294
Lemd3,-0.086343244,0.316830013,0.430763959
Gm31813,0.467742395,0.317021004,0.430937661
Gm16740,0.472091563,0.317041046,0.430937661
Chd2,-0.06430753,0.316983022,0.430937661
LOC118568288,0.467742395,0.317021004,0.430937661
4933424G06Rik,0.555395464,0.317120368,0.431017178
Gabbr2,0.56483687,0.317186758,0.431079107
2700054A10Rik,0.506704228,0.317233924,0.431114904
Gm41688,0.531211537,0.317266798,0.431131275
H2bc11,0.530283351,0.317347302,0.431212363
Abca4,-0.434487522,0.317450895,0.431324813
Hes1,0.069961195,0.317715583,0.431656114
Gm41949,-0.392412852,0.318117149,0.432173327
Wipi2,0.053936795,0.318321152,0.432422093
LOC115488429,0.513126889,0.318383366,0.432478225
Cpne1,-0.043464014,0.318470147,0.432567719
Alkbh3os1,0.553802033,0.318648834,0.432782026
Hprt,-0.065638133,0.31875198,0.432893714
Gm11816,0.308129752,0.318916975,0.433089377
Snph,0.50301633,0.319028228,0.433202222
Napsa,-0.511571913,0.319104709,0.433202222
Gm33770,-0.511571913,0.319104709,0.433202222
Npm2,0.555360666,0.319096907,0.433202222
Fbxo32,-0.098402191,0.319044519,0.433202222
Akr1c12,0.558252165,0.319167489,0.433259035
Gm2956,0.472886006,0.319227712,0.433271909
Pura,0.066634622,0.319239766,0.433271909
Gm30889,0.472886006,0.319227712,0.433271909
Gm19395,-0.502060923,0.319347033,0.433389076
Pus1,0.09293271,0.319461031,0.433515363
9230112J17Rik,0.519331713,0.319680816,0.433756744
Gm16062,0.51950771,0.319663471,0.433756744
Gm33747,-0.460703596,0.319889114,0.434010924
